m2_price,square,rooms,micro_district,district,floor,floors,Day,Month,Year,building_type,Construction_year,condition,price
955,66,2,83,1,1,12,23,1,2023,2,2018,3,63000
762,101,3,75,1,12,16,23,1,2023,2,2022,1,77000
1250,100,3,67,5,5,9,23,1,2023,2,2022,3,125000
752,105,3,18,1,7,14,23,1,2023,1,2022,1,79000
855,66,2,83,1,12,14,23,1,2023,2,2023,3,56400
1295,44,1,113,3,5,10,23,1,2023,2,2020,3,57000
1154,78,3,83,3,5,5,23,1,2023,3,2020,2,90000
1039,103,3,10,1,1,10,23,1,2023,2,2020,3,107000
1097,62,3,11,1,6,9,23,1,2023,1,2020,2,68000
1148,64,2,6,1,12,13,23,1,2023,2,2020,2,73500
931,58,3,24,1,4,4,23,1,2023,3,2020,6,54000
1208,48,2,83,1,6,9,23,1,2023,3,2020,4,58000
1189,90,3,83,1,4,10,23,1,2023,1,2023,2,107000
602,75,3,83,4,2,6,23,1,2023,1,2023,1,45120
1500,172,5,11,1,7,8,23,1,2023,2,2022,1,258000
770,77,2,6,1,5,12,23,1,2023,2,2023,1,59290
2281,160,4,3,1,2,8,23,1,2023,2,2020,3,365000
1138,58,3,36,1,3,5,23,1,2023,3,2020,2,66000
1120,46,2,24,1,4,4,23,1,2023,1,1999,3,51500
738,61,3,51,3,1,3,23,1,2023,1,1970,6,45000
1556,135,3,60,3,3,15,23,1,2023,1,2021,1,210000
821,67,2,83,4,4,9,23,1,2023,1,2015,6,55000
1162,34,1,83,5,1,9,23,1,2023,3,1985,6,39500
1271,85,2,4,3,7,10,23,1,2023,1,2014,3,108000
743,105,3,76,1,10,12,23,1,2023,2,2021,1,78000
829,52,1,90,1,9,12,23,1,2023,2,2021,1,43500
1648,182,0,11,5,1,13,23,1,2023,2,2019,1,300000
1352,64,2,120,1,2,11,23,1,2023,1,2017,3,86500
1000,58,3,0,1,1,5,23,1,2023,1,2017,2,58000
1044,68,2,120,3,9,9,23,1,2023,1,2017,2,71000
1121,66,3,14,1,5,6,23,1,2023,1,1980,3,74000
1103,97,3,0,5,4,14,23,1,2023,1,2023,3,107000
1274,42,2,89,1,4,4,23,1,2023,1,2023,2,53500
1108,74,2,34,5,4,14,23,1,2023,1,2023,2,82000
1279,43,1,67,1,3,10,23,1,2023,1,2023,3,55000
1154,39,1,49,1,1,5,23,1,2023,3,2023,2,45000
1250,96,3,45,5,8,10,23,1,2023,2,2016,3,120000
1145,38,1,100,5,10,13,23,1,2023,1,2016,3,43500
864,110,3,36,3,7,12,23,1,2023,2,2020,1,95000
790,69,2,67,5,9,14,23,1,2023,2,2023,1,54500
1152,46,2,70,5,1,4,23,1,2023,1,2023,1,53000
1300,30,1,70,3,1,4,23,1,2023,1,2023,3,39000
1050,141,3,83,3,13,16,23,1,2023,2,2022,3,148000
1150,100,3,13,3,11,12,23,1,2023,2,2022,3,115000
1919,62,2,83,1,8,12,23,1,2023,1,2022,3,119000
1919,62,2,83,1,8,12,23,1,2023,1,2022,3,119000
773,110,3,17,1,8,14,23,1,2023,2,2022,1,85000
842,98,3,75,3,13,15,23,1,2023,2,2022,1,82500
1417,60,2,83,1,2,13,23,1,2023,2,2022,1,85000
1096,260,4,86,1,10,10,23,1,2023,1,2022,1,285000
1617,175,4,86,5,2,10,23,1,2023,1,2022,1,283000
933,45,1,1,1,6,9,23,1,2023,3,2022,1,42000
890,73,2,67,1,7,10,23,1,2023,1,2022,1,65000
1045,44,2,121,1,3,4,23,1,2023,1,2022,1,46000
1137,51,2,6,1,2,5,23,1,2023,1,2022,1,58000
956,80,4,7,3,3,9,23,1,2023,1,2022,1,76500
840,90,3,71,3,9,10,23,1,2023,2,2022,1,75600
1025,120,4,52,4,2,12,23,1,2023,1,2022,1,123000
1057,106,4,51,1,9,10,23,1,2023,1,2022,1,112000
1056,142,3,83,1,4,10,23,1,2023,2,2012,3,150000
1166,47,1,7,4,6,13,23,1,2023,2,2021,3,54799
1043,94,3,83,5,6,13,23,1,2023,2,2020,3,98000
1094,53,3,32,5,9,14,23,1,2023,2,2020,3,58000
770,76,2,13,1,7,12,23,1,2023,1,2020,3,58520
1092,60,3,113,1,3,4,23,1,2023,3,2020,3,65500
1302,43,1,51,1,3,10,23,1,2023,1,2020,3,56000
650,91,3,36,5,6,9,23,1,2023,2,2023,1,58864
909,143,4,85,3,12,12,23,1,2023,2,2017,2,130000
925,44,1,75,1,4,9,23,1,2023,2,2017,2,40700
1125,51,1,49,5,4,11,23,1,2023,2,2017,2,57400
1500,136,3,67,3,3,14,23,1,2023,2,2021,2,204000
781,68,2,67,1,7,12,23,1,2023,2,2023,1,53100
834,76,2,104,1,1,9,23,1,2023,2,2020,2,63500
723,99,3,83,5,14,14,23,1,2023,2,2020,1,71500
1172,58,1,83,3,10,12,23,1,2023,2,2021,1,68000
1295,44,1,83,3,5,10,23,1,2023,2,2020,1,57000
1100,60,2,83,3,8,9,23,1,2023,1,2011,2,66000
864,42,1,83,1,12,14,23,1,2023,2,2022,1,36500
727,154,4,83,1,12,14,23,1,2023,2,2022,1,112000
1163,120,3,83,1,8,14,23,1,2023,3,2022,1,140000
920,126,4,16,1,12,14,23,1,2023,2,2022,1,115920
805,77,2,67,1,5,12,23,1,2023,2,2024,1,62000
712,111,3,89,1,8,14,23,1,2023,1,2022,1,79000
1000,67,2,4,1,4,14,23,1,2023,3,2022,1,67000
1152,46,2,10,5,2,4,23,1,2023,3,2022,1,53000
1444,54,2,52,3,2,12,23,1,2023,2,2020,1,78000
1000,62,2,32,5,5,5,23,1,2023,1,2020,1,62000
1133,60,2,37,1,9,9,23,1,2023,3,2020,1,68000
1422,102,4,83,1,12,12,23,1,2023,2,2020,1,145000
820,55,2,11,5,2,12,23,1,2023,2,2023,1,45100
510,42,1,7,5,5,5,23,1,2023,1,2023,1,21420
1100,55,2,51,4,7,9,23,1,2023,3,2023,1,60500
828,64,2,32,1,2,16,23,1,2023,2,2022,1,53000
1100,70,3,90,1,5,6,23,1,2023,1,2022,1,77000
1300,30,1,83,1,2,5,23,1,2023,1,2022,1,39000
1146,48,2,34,5,4,5,23,1,2023,3,2022,1,55000
760,44,1,83,5,9,9,23,1,2023,3,2021,1,33440
1058,52,2,75,3,2,3,23,1,2023,1,2021,1,55000
1140,50,2,83,1,11,12,23,1,2023,2,2020,3,57000
1025,60,3,83,5,2,9,23,1,2023,2,2022,3,61500
1775,102,3,75,1,7,14,23,1,2023,2,2019,3,181000
925,53,2,88,1,9,12,23,1,2023,2,2020,1,49000
977,87,2,131,1,10,14,23,1,2023,3,2022,1,85000
1122,44,1,83,1,12,12,23,1,2023,2,2021,1,49000
1100,65,3,115,1,4,12,23,1,2023,2,2019,1,71500
1125,56,3,83,5,3,4,23,1,2023,3,2019,1,63000
954,76,3,83,3,1,9,23,1,2023,1,2019,4,72500
877,122,5,83,1,9,10,23,1,2023,1,2021,6,107000
1068,44,2,83,1,6,10,23,1,2023,2,2015,4,47000
1286,70,2,6,1,6,10,23,1,2023,2,2022,4,90000
1090,123,3,83,1,6,18,23,1,2023,2,2025,1,133732
1090,80,2,83,1,8,18,23,1,2023,2,2025,1,86938
830,128,4,87,1,7,14,23,1,2023,2,2022,1,106240
1052,58,3,83,1,2,4,23,1,2023,3,2022,2,61000
1090,82,2,45,1,10,18,23,1,2023,2,2025,1,89336
1090,174,4,87,1,8,18,23,1,2023,2,2025,1,190118
1096,47,2,86,5,3,3,23,1,2023,1,2025,2,51500
1090,76,2,83,1,5,18,23,1,2023,2,2025,1,82328
1146,46,2,34,5,1,5,23,1,2023,1,2025,3,52700
1162,80,3,125,5,7,12,23,1,2023,2,2025,3,93000
912,57,3,0,1,1,4,23,1,2023,1,2025,2,52000
1122,49,1,4,1,6,9,23,1,2023,2,2022,2,55000
1171,35,1,67,5,9,9,23,1,2023,2,2022,2,41000
1482,28,1,49,4,1,5,23,1,2023,1,2022,4,41500
1286,42,2,89,1,4,4,23,1,2023,3,2022,4,54000
1154,52,1,34,1,6,9,23,1,2023,2,2019,4,60000
1143,70,2,83,3,7,10,23,1,2023,2,2017,4,80000
864,88,3,92,5,2,14,23,1,2023,2,2017,1,76000
1026,115,4,83,5,9,10,23,1,2023,1,2017,1,118000
1069,80,2,10,5,3,10,23,1,2023,2,2014,2,85500
1714,140,3,83,1,11,11,23,1,2023,2,2017,3,240000
1060,42,1,115,4,11,12,23,1,2023,2,2022,3,44500
1363,51,1,83,1,3,10,23,1,2023,2,2021,3,69500
1250,184,4,10,1,11,15,23,1,2023,2,2022,1,230075
1151,43,2,71,1,9,10,23,1,2023,2,2021,3,49500
1000,45,1,54,1,6,9,23,1,2023,3,2021,2,45000
820,89,3,64,1,11,12,23,1,2023,2,2022,1,73000
1786,145,4,34,1,12,13,23,1,2023,2,2015,2,259000
1250,120,3,87,4,10,13,23,1,2023,2,2017,2,150000
1239,46,1,7,5,9,12,23,1,2023,2,2016,2,57000
1260,50,2,64,3,2,5,23,1,2023,3,2016,2,63000
967,60,2,37,5,7,9,23,1,2023,3,2016,4,58000
846,52,2,124,5,7,9,23,1,2023,2,2016,4,44000
1035,43,2,64,1,1,4,23,1,2023,3,2016,4,44500
1204,54,3,125,3,3,5,23,1,2023,1,2016,4,65000
962,80,4,2,4,6,9,23,1,2023,3,2016,2,77000
1018,112,3,33,4,6,9,23,1,2023,1,2016,2,114000
1327,75,2,83,3,5,11,23,1,2023,2,2016,3,99500
577,78,2,120,4,5,8,23,1,2023,1,2016,3,45000
966,44,1,51,1,7,9,23,1,2023,3,2016,4,42500
1154,65,3,67,3,2,3,23,1,2023,1,2016,4,75000
1006,47,1,83,1,10,14,23,1,2023,2,2022,1,47000
884,86,3,60,5,1,9,23,1,2023,1,2022,1,76000
988,81,4,59,5,3,9,23,1,2023,3,2022,1,80000
908,70,2,36,3,6,12,23,1,2023,2,2020,1,64000
1187,59,1,113,1,11,14,23,1,2023,2,2022,1,69500
1240,50,1,75,3,6,10,23,1,2023,2,2019,3,62000
912,57,3,44,3,1,4,23,1,2023,1,2019,2,52000
906,85,2,105,3,11,13,23,1,2023,2,2022,1,77000
898,44,1,100,1,7,9,23,1,2023,3,2022,2,39500
840,100,3,120,1,8,12,23,1,2023,2,2018,3,84000
1017,116,4,6,3,9,10,23,1,2023,2,2017,2,118000
1205,61,2,120,1,8,10,23,1,2023,2,2019,2,73500
1482,56,2,17,3,7,12,23,1,2023,2,2018,3,83000
888,152,4,87,5,5,6,23,1,2023,1,2018,3,135000
953,64,3,0,1,2,4,23,1,2023,3,2018,4,61000
977,86,3,52,5,5,6,23,1,2023,1,2018,4,84000
1432,44,1,86,5,10,12,23,1,2023,2,2019,4,63000
1000,91,3,114,5,12,12,23,1,2023,1,2020,1,91000
1017,58,3,57,1,4,4,23,1,2023,3,2020,1,59000
1031,64,2,37,5,4,14,23,1,2023,1,2020,1,66000
1987,78,2,79,1,10,14,23,1,2023,2,2019,3,155000
830,91,3,45,1,2,9,23,1,2023,3,2019,3,75500
948,58,3,22,3,5,5,23,1,2023,3,2019,3,55000
1197,35,1,83,4,4,9,23,1,2023,3,2019,4,41900
1182,44,2,60,3,4,4,23,1,2023,1,2019,4,52000
1224,58,2,83,5,10,12,23,1,2023,2,2019,3,71000
1203,79,2,4,5,7,10,23,1,2023,2,2019,2,95000
1262,65,2,64,1,4,14,23,1,2023,2,2022,2,82000
1357,56,3,15,3,5,5,23,1,2023,1,1983,4,76000
1643,42,2,7,1,4,8,23,1,2023,2,2021,4,69000
1308,52,2,8,1,9,9,23,1,2023,3,2021,2,68000
960,125,2,49,3,6,6,23,1,2023,1,2021,2,120000
1000,88,3,2,1,4,10,23,1,2023,2,2016,3,88000
1034,58,3,54,1,4,4,23,1,2023,3,2016,3,60000
1113,61,3,10,1,9,9,23,1,2023,3,2016,4,67900
870,88,3,122,5,2,14,23,1,2023,2,2023,4,76560
1155,42,2,83,1,1,4,23,1,2023,3,2023,4,48500
1240,50,1,57,5,6,14,23,1,2023,2,2019,4,62000
1176,71,2,0,1,12,12,23,1,2023,1,2021,3,83500
957,70,3,2,4,5,5,23,1,2023,3,2021,4,67000
1114,79,2,67,1,12,14,23,1,2023,2,2020,4,88000
1028,61,3,22,3,5,5,23,1,2023,1,2020,6,62700
1044,45,1,83,1,6,9,23,1,2023,3,2020,6,47000
1144,66,2,87,1,3,10,23,1,2023,2,2020,2,75500
1674,92,3,122,3,10,10,23,1,2023,2,2021,2,154000
1462,130,3,5,5,8,10,23,1,2023,2,2021,3,190000
910,112,3,10,1,13,14,23,1,2023,2,2020,3,101920
1126,47,2,7,5,3,3,23,1,2023,1,2020,3,52900
893,75,3,95,4,5,5,23,1,2023,3,2020,3,67000
1158,43,2,83,1,2,4,23,1,2023,3,2020,4,49800
1062,64,3,4,1,2,4,23,1,2023,3,2020,4,68000
1224,49,1,83,1,10,12,23,1,2023,1,2020,4,60000
520,81,2,83,5,9,12,23,1,2023,2,2021,4,42120
1200,115,4,83,1,9,10,23,1,2023,1,2015,4,138000
1330,50,2,86,1,2,5,23,1,2023,3,2015,4,66500
850,180,4,7,1,4,14,23,1,2023,2,2020,4,153000
1560,75,2,97,1,10,10,23,1,2023,2,2021,3,117000
1143,42,1,83,1,7,12,23,1,2023,2,2021,3,48000
889,180,3,67,1,3,7,23,1,2023,2,2004,4,160000
1204,93,3,83,1,2,12,23,1,2023,1,2022,2,112000
1036,112,3,131,3,6,9,23,1,2023,2,2017,2,116000
786,85,2,83,1,2,12,23,1,2023,2,2024,1,67000
1162,99,3,29,3,10,10,23,1,2023,2,2020,3,115000
956,90,3,106,1,9,10,23,1,2023,2,2022,1,86000
967,76,4,37,3,1,9,23,1,2023,3,2022,4,73500
837,43,1,106,1,12,14,23,1,2023,2,2022,4,36000
1077,65,3,76,1,3,5,23,1,2023,1,2022,4,70000
835,79,2,83,5,4,9,23,1,2023,3,2022,4,66000
1167,48,2,83,4,4,5,23,1,2023,3,2022,4,56000
1056,54,1,49,5,10,13,23,1,2023,2,2017,4,57000
1145,38,1,83,1,8,15,23,1,2023,1,2017,2,43500
821,109,4,97,1,2,10,23,1,2023,2,2022,1,89500
1019,67,2,83,1,4,14,23,1,2023,3,2022,7,68000
761,69,2,83,5,9,14,23,1,2023,2,2022,1,52500
1110,68,2,37,1,5,12,23,1,2023,1,2022,1,75500
1051,89,2,6,3,9,13,23,1,2023,1,2015,3,93500
1087,103,3,29,1,8,10,23,1,2023,2,2018,3,112000
1200,50,1,16,1,11,12,23,1,2023,2,2020,3,60000
971,69,3,84,4,1,5,23,1,2023,3,2020,3,67000
1043,46,2,97,1,3,4,23,1,2023,3,2020,3,48000
1079,63,3,71,1,1,5,23,1,2023,3,2020,3,68000
670,149,3,70,5,3,10,23,1,2023,1,2020,3,99830
650,44,1,83,4,15,16,23,1,2023,1,2020,3,28600
1258,66,2,83,3,9,12,23,1,2023,2,2018,3,83000
2153,72,3,76,4,8,17,23,1,2023,2,2019,3,155000
889,75,2,52,1,2,3,23,1,2023,1,2022,1,67000
1495,97,2,7,1,9,12,23,1,2023,2,2020,3,145000
1014,140,3,10,1,5,12,23,1,2023,2,2020,3,142000
958,72,2,11,1,2,9,23,1,2023,3,2022,3,69000
1095,84,3,106,5,6,12,23,1,2023,1,2017,3,92000
1220,50,2,113,1,3,5,23,1,2023,3,2017,2,61000
1535,52,1,83,1,6,12,23,1,2023,2,2020,2,79800
1203,32,1,100,1,1,5,23,1,2023,3,2020,2,38500
1118,34,1,92,5,3,7,23,1,2023,3,2020,4,38000
1129,35,1,124,1,7,9,23,1,2023,3,2020,2,39500
1065,93,2,96,1,6,10,23,1,2023,2,2007,2,99000
1000,45,2,83,3,4,4,23,1,2023,1,2007,2,45000
882,110,3,121,4,11,12,23,1,2023,2,2007,2,97000
1036,112,3,30,4,6,9,23,1,2023,1,2017,2,116000
965,86,2,29,1,10,10,23,1,2023,2,2017,2,83000
1512,41,1,37,1,3,12,23,1,2023,2,2019,2,62000
957,47,1,17,4,9,18,23,1,2023,2,1990,2,45000
841,22,1,83,5,2,5,23,1,2023,1,1990,2,18500
978,45,1,83,1,9,9,23,1,2023,3,1990,2,44000
931,94,4,64,4,6,9,23,1,2023,3,1990,2,87500
2062,130,4,83,5,11,13,23,1,2023,2,2019,3,268000
1577,97,3,6,1,8,9,23,1,2023,2,2019,3,153000
1103,68,2,90,1,5,14,23,1,2023,2,2022,2,75000
1000,125,2,89,3,6,6,23,1,2023,1,1990,2,125000
1280,100,3,10,1,3,12,23,1,2023,2,2021,2,128000
953,64,3,11,1,2,4,23,1,2023,3,2021,2,61000
1051,68,2,79,3,9,9,23,1,2023,3,2021,2,71500
1153,49,2,37,5,4,5,23,1,2023,1,2021,2,56500
1333,45,1,55,1,2,10,23,1,2023,2,2015,3,60000
1179,70,2,89,1,2,9,23,1,2023,2,2013,2,82500
950,119,3,120,3,12,12,23,1,2023,2,2020,2,113000
986,69,3,83,4,1,5,23,1,2023,3,2020,2,68000
1300,100,3,5,4,9,14,23,1,2023,2,2011,2,130000
1262,107,3,33,5,6,10,23,1,2023,2,2018,2,135000
1086,87,3,111,5,10,10,23,1,2023,2,2014,2,94500
1150,50,2,83,1,11,13,23,1,2023,2,2020,2,57500
1167,45,2,83,1,2,4,23,1,2023,3,2020,2,52500
1270,61,2,7,3,6,14,23,1,2023,2,2019,1,77500
1083,60,2,0,1,2,9,23,1,2023,3,2019,4,65000
1075,53,2,83,1,13,14,23,1,2023,3,2023,1,57000
873,83,2,83,1,4,5,23,1,2023,1,2015,2,72500
947,47,1,12,1,1,4,23,1,2023,3,2015,2,44500
1038,52,2,104,1,5,6,23,1,2023,1,2015,2,54000
825,63,2,54,1,3,12,23,1,2023,2,2024,1,52000
1458,48,2,83,1,8,9,23,1,2023,2,2016,2,70000
1045,44,2,49,1,3,4,23,1,2023,3,2016,2,46000
1027,55,2,113,3,4,5,23,1,2023,1,2016,2,56500
1239,46,1,107,5,9,12,23,1,2023,2,2016,2,57000
1000,47,1,22,1,10,14,23,1,2023,2,2022,1,47000
819,58,2,104,5,4,10,23,1,2023,1,2022,2,47500
1000,64,2,62,1,3,12,23,1,2023,2,2022,3,64000
729,70,2,83,5,2,9,23,1,2023,3,2022,7,51000
1164,116,3,83,5,5,10,23,1,2023,1,2022,3,135000
1231,130,3,100,3,1,7,23,1,2023,1,2022,3,160000
1217,60,2,11,1,3,4,23,1,2023,1,1978,2,73000
1200,50,1,121,1,11,12,23,1,2023,2,1978,3,60000
723,101,3,75,1,3,16,22,1,2023,2,2022,3,73000
1283,41,2,82,3,3,4,22,1,2023,1,1960,4,52600
1086,58,3,30,1,4,4,22,1,2023,3,1960,2,63000
897,126,4,75,4,2,12,22,1,2023,1,1988,2,113000
712,40,1,83,1,4,5,22,1,2023,1,1988,2,28500
1347,19,1,92,5,3,4,22,1,2023,1,1992,3,26000
1258,33,1,97,5,10,12,22,1,2023,2,1992,3,41500
1056,36,1,97,1,10,10,22,1,2023,2,2022,3,38000
730,64,1,67,1,13,16,22,1,2023,2,2022,1,46720
719,80,3,75,4,9,10,22,1,2023,1,2022,1,57500
975,80,2,67,3,7,13,22,1,2023,1,2015,7,78000
1062,80,2,67,3,6,13,22,1,2023,1,2015,3,85000
1158,76,2,105,3,10,12,22,1,2023,2,2018,3,88000
614,70,2,70,1,10,12,22,1,2023,1,2022,3,43000
1307,44,1,10,3,5,10,22,1,2023,2,2020,3,57500
1136,79,2,86,3,5,12,22,1,2023,2,2020,3,90000
846,136,3,0,1,7,10,22,1,2023,2,2020,1,115000
1935,62,2,67,1,8,12,22,1,2023,2,2020,3,120000
1245,47,1,0,1,2,10,22,1,2023,2,2015,2,58500
1195,113,3,83,1,7,10,22,1,2023,1,2015,3,135000
969,48,1,59,1,6,9,22,1,2023,3,1998,4,46500
1075,73,2,104,3,2,10,22,1,2023,1,2019,3,78500
1292,36,1,83,1,5,9,22,1,2023,3,2019,4,46500
1731,104,3,89,1,7,14,22,1,2023,2,2019,3,180000
1062,80,2,83,3,5,12,22,1,2023,1,2019,2,85000
1106,90,3,83,3,9,10,22,1,2023,2,2016,3,99500
1062,48,1,83,1,7,9,22,1,2023,2,2022,3,51000
1183,52,2,86,5,5,5,22,1,2023,1,2022,3,61500
971,87,2,57,1,10,14,22,1,2023,3,2022,1,84500
990,141,4,67,1,9,14,22,1,2023,3,2022,1,139590
1731,104,3,4,1,7,14,22,1,2023,2,2019,3,180000
1056,62,1,36,1,9,12,22,1,2023,2,2019,3,65500
1200,50,2,131,3,2,5,22,1,2023,3,2019,2,60000
1305,40,1,30,3,3,9,22,1,2023,2,2019,2,52200
9318,11,3,86,1,8,13,22,1,2023,2,2019,1,102500
1772,92,2,57,3,7,15,22,1,2023,2,2019,3,163000
1113,62,3,83,3,1,9,22,1,2023,3,2019,2,69000
961,80,2,83,5,3,10,22,1,2023,2,2019,3,76900
882,119,3,83,1,12,12,22,1,2023,2,2019,2,105000
1200,50,2,75,3,2,5,22,1,2023,3,2019,2,60000
1388,40,1,22,1,6,12,22,1,2023,2,2019,3,55500
1326,43,1,125,1,3,10,22,1,2023,1,2019,3,57000
1060,84,2,14,1,6,12,22,1,2023,2,2019,1,89000
694,54,3,83,1,-1,9,22,1,2023,3,2019,1,37500
1311,132,4,83,5,6,10,22,1,2023,2,2016,3,173000
1103,107,3,83,4,9,14,22,1,2023,2,2016,3,118000
1142,67,2,83,1,10,11,22,1,2023,2,2016,3,76500
1060,84,2,83,1,6,12,22,1,2023,2,2019,1,89000
1490,104,3,14,1,13,14,22,1,2023,2,2019,3,155000
1490,104,3,22,1,13,14,22,1,2023,2,2019,3,155000
1512,41,1,83,1,3,12,22,1,2023,2,2019,3,62000
1490,104,3,71,1,13,14,22,1,2023,2,2019,3,155000
1142,67,2,83,1,10,10,22,1,2023,1,2019,3,76500
1306,132,4,83,5,6,10,22,1,2023,2,2019,3,173000
1987,78,2,88,1,3,15,22,1,2023,2,2020,3,155000
1575,200,5,14,4,16,17,22,1,2023,2,2019,3,315000
1060,84,2,67,1,5,12,22,1,2023,2,2019,1,89000
1115,48,1,14,1,3,14,22,1,2023,2,2022,1,53500
1125,56,3,125,5,3,4,22,1,2023,3,2022,1,63000
1142,67,2,105,1,10,11,22,1,2023,2,2022,1,76500
822,90,3,29,3,9,10,22,1,2023,1,2022,1,74000
1142,67,2,83,1,10,10,22,1,2023,2,2022,2,76500
1103,107,3,75,4,9,14,22,1,2023,2,2018,2,118000
1000,81,2,37,1,9,14,22,1,2023,2,2020,2,80700
1022,58,2,87,1,8,10,22,1,2023,2,2022,1,59300
1053,55,1,49,1,8,12,22,1,2023,2,2021,1,57900
1130,56,2,89,1,11,12,22,1,2023,2,2021,3,63000
838,80,3,8,4,5,9,22,1,2023,3,2015,3,67000
946,56,3,0,5,5,5,22,1,2023,3,2015,4,53000
829,42,1,71,5,14,14,22,1,2023,2,2015,1,34500
1183,52,2,75,5,5,5,22,1,2023,1,2015,3,61500
1029,103,3,36,1,10,10,22,1,2023,1,2019,2,106000
969,48,1,83,1,6,9,22,1,2023,3,1989,2,46500
1575,200,5,83,4,17,17,22,1,2023,2,2019,2,315000
1092,49,1,97,1,7,12,22,1,2023,2,2021,3,53500
934,107,3,88,3,4,13,22,1,2023,2,2022,1,99900
1987,78,2,24,1,3,15,22,1,2023,2,2022,3,155000
955,77,2,4,1,9,12,22,1,2023,2,2022,1,73500
978,138,4,83,3,8,15,22,1,2023,2,2022,3,135000
1183,52,2,90,5,5,5,22,1,2023,1,2022,3,61500
844,80,2,104,4,9,10,22,1,2023,1,2022,3,67500
947,94,4,104,1,1,9,22,1,2023,3,2022,3,89000
1490,104,3,37,1,13,14,22,1,2023,2,2019,3,155000
1200,50,2,30,3,4,5,22,1,2023,3,2019,3,60000
1100,60,1,36,3,9,10,22,1,2023,2,2016,3,66000
1167,90,3,89,3,9,10,22,1,2023,2,2016,3,105000
1043,51,2,87,4,1,9,22,1,2023,2,2016,3,53200
1235,31,1,83,5,1,5,22,1,2023,1,2016,3,38300
1149,100,1,10,3,13,13,22,1,2023,2,2018,3,114900
1183,52,2,83,5,5,5,22,1,2023,1,2018,3,61500
946,56,3,83,5,5,5,22,1,2023,3,2018,4,53000
1490,104,3,17,1,13,14,22,1,2023,2,2018,3,155000
1148,71,3,88,1,12,12,22,1,2023,1,2018,2,81500
1030,50,2,37,1,11,14,22,1,2023,3,2018,1,51800
1036,50,2,11,1,11,14,22,1,2023,3,2022,1,51800
1307,153,4,100,5,12,14,22,1,2023,2,2022,1,200000
1250,64,3,13,5,3,9,22,1,2023,3,2022,1,80000
1213,54,2,90,4,6,9,22,1,2023,3,2022,1,65500
1076,46,1,6,1,3,5,22,1,2023,1,2022,1,49500
1317,30,1,83,3,1,4,22,1,2023,1,2022,1,39500
1344,32,1,89,3,1,5,22,1,2023,3,2022,1,43000
928,125,3,88,3,4,9,22,1,2023,1,2022,1,116000
953,64,3,113,1,2,4,22,1,2023,3,2022,1,61000
784,74,2,29,1,8,9,22,1,2023,2,2022,1,58000
1016,62,2,75,5,5,5,22,1,2023,1,2022,1,63000
1083,60,2,13,5,8,9,22,1,2023,1,2022,1,65000
1129,35,1,78,1,7,9,22,1,2023,3,2022,1,39500
1100,40,1,92,1,9,9,22,1,2023,3,2022,1,44000
989,91,3,106,1,12,12,22,1,2023,2,2022,3,90000
1194,31,1,4,3,3,5,22,1,2023,1,2022,6,37000
1114,35,1,83,4,9,12,22,1,2023,2,2022,6,39000
1025,60,2,83,4,12,12,22,1,2023,2,2022,3,61500
826,109,3,17,5,7,12,22,1,2023,1,2015,3,90000
1069,61,2,83,1,3,9,22,1,2023,1,2015,2,65200
720,86,2,7,1,8,16,22,1,2023,2,2023,2,62208
880,125,3,121,1,11,12,22,1,2023,2,2023,2,110000
1301,219,4,13,5,10,14,22,1,2023,2,2019,1,285000
1329,41,1,121,1,4,12,22,1,2023,2,2020,3,54500
1214,35,1,15,1,1,5,22,1,2023,1,2020,2,42500
1250,112,3,83,4,7,19,22,1,2023,2,2018,1,140000
767,86,3,92,3,11,15,22,1,2023,1,2022,1,66000
1250,105,3,33,4,12,19,22,1,2023,2,2018,1,131250
735,45,1,49,1,4,14,22,1,2023,2,2024,1,32800
750,55,1,121,1,11,16,22,1,2023,2,2024,1,41250
654,68,2,15,4,5,12,22,1,2023,2,2023,1,44500
830,121,3,83,3,11,16,22,1,2023,2,2018,1,100430
880,41,1,15,5,14,14,22,1,2023,2,2023,1,36500
1100,150,4,68,4,11,19,22,1,2023,2,2018,1,165000
650,68,2,83,1,5,14,22,1,2023,2,2024,1,44200
750,55,1,54,1,11,16,22,1,2023,2,2024,1,41250
1122,37,1,83,1,2,10,22,1,2023,1,2022,1,41500
1000,84,2,83,1,11,13,22,1,2023,2,2021,2,84000
1351,74,2,83,1,5,11,22,1,2023,2,2021,3,100000
850,62,2,75,5,9,14,22,1,2023,2,2019,3,52700
776,107,3,85,1,12,12,22,1,2023,2,2021,1,83000
800,96,3,83,1,9,16,22,1,2023,2,2023,1,76680
690,106,3,51,1,3,14,22,1,2023,1,2022,1,72988
1021,48,1,83,1,2,10,22,1,2023,3,2021,3,49000
791,58,2,83,1,11,12,22,1,2023,2,2023,3,46000
1062,48,1,83,1,7,9,22,1,2023,2,2022,3,51000
910,56,2,83,5,4,10,22,1,2023,1,2022,1,51415
784,74,2,83,1,8,9,22,1,2023,2,2022,1,58000
750,106,3,83,1,10,12,22,1,2023,2,2021,1,79125
1137,102,3,2,1,12,16,22,1,2023,2,2022,1,116000
790,79,2,29,1,11,13,22,1,2023,2,2021,1,62726
2232,112,3,75,1,5,8,22,1,2023,2,2020,3,250000
790,72,2,13,1,13,14,22,1,2023,1,2022,3,57164
1121,58,3,59,1,1,4,22,1,2023,3,2022,3,65000
