m2_price,square,rooms,micro_district,district,floor,floors,Day,Month,Year,building_type,Construction_year,condition,price
1098,102,3,104,3,2,12,17,1,2023,2,2019,3,112000
798,89,3,44,3,9,10,17,1,2023,2,2019,1,71000
1160,50,2,44,1,11,12,17,1,2023,2,2019,3,58000
1000,88,3,44,1,6,10,17,1,2023,2,2019,3,88000
1089,124,4,83,3,12,15,17,1,2023,2,2019,3,135000
1450,100,3,51,3,7,9,17,1,2023,2,2019,3,145000
1180,50,2,51,3,3,5,17,1,2023,1,2019,3,59000
896,67,3,96,3,1,5,17,1,2023,1,2019,4,60000
1577,97,3,36,1,8,9,17,1,2023,2,2019,3,153000
1283,53,2,37,5,2,9,17,1,2023,3,2019,2,68000
1302,53,2,89,5,2,9,17,1,2023,1,1999,3,69000
1153,72,2,83,1,10,10,17,1,2023,2,2015,3,83000
900,85,2,100,3,11,13,17,1,2023,2,2022,1,76500
1049,51,2,7,4,1,9,17,1,2023,2,2022,3,53500
1054,74,4,7,5,5,5,17,1,2023,1,2022,2,78000
1163,43,1,7,1,4,10,17,1,2023,1,2022,3,50000
1208,12,1,59,3,3,4,17,1,2023,1,2022,3,14500
944,18,1,38,1,5,5,17,1,2023,1,2022,3,17000
1000,18,1,36,1,5,5,17,1,2023,1,2022,3,18000
1000,18,1,96,1,5,5,17,1,2023,1,2022,2,18000
1031,16,1,83,3,4,4,17,1,2023,1,2022,3,16500
792,12,1,0,4,2,2,17,1,2023,1,2022,6,9500
900,85,2,8,3,11,13,17,1,2023,2,2022,1,76500
1182,44,2,17,1,1,5,17,1,2023,1,2022,2,52000
1224,98,3,2,1,3,8,17,1,2023,2,2021,1,120000
1000,52,2,89,1,5,6,17,1,2023,1,2021,1,52500
1039,103,3,88,1,10,10,17,1,2023,1,2019,3,107000
786,70,2,44,5,3,9,17,1,2023,3,2019,1,55000
1314,43,2,83,1,3,4,17,1,2023,3,2019,4,56500
935,132,3,10,5,3,12,17,1,2023,1,2017,3,123000
917,60,3,113,5,1,2,17,1,2023,1,2017,3,55000
873,67,3,4,3,1,5,17,1,2023,1,2017,2,58500
948,77,2,10,1,9,12,16,1,2023,2,2019,1,73000
1569,102,4,29,1,12,13,16,1,2023,1,2019,1,160000
1024,62,3,49,1,6,9,16,1,2023,3,2019,2,63500
1279,43,1,104,1,9,13,16,1,2023,2,2021,3,55000
1569,102,4,36,1,12,12,16,1,2023,1,2021,3,160000
809,89,3,113,1,11,12,16,1,2023,1,2021,3,72000
833,42,1,14,5,12,14,16,1,2023,1,2023,7,35000
1129,124,4,7,3,12,14,16,1,2023,1,2023,3,140000
908,98,3,123,3,6,14,16,1,2023,2,2021,1,89000
1000,62,3,86,1,6,9,16,1,2023,3,2021,2,62000
1295,44,1,122,1,3,10,16,1,2023,2,2021,2,57000
1283,30,1,119,1,1,5,16,1,2023,1,1975,2,38500
962,40,2,113,4,1,3,16,1,2023,1,2016,2,38500
1250,24,1,36,1,3,5,16,1,2023,1,2016,2,30000
1018,55,2,71,4,4,5,16,1,2023,3,2016,6,56000
889,180,3,13,1,3,7,16,1,2023,2,2004,6,160000
1045,67,2,35,1,6,9,16,1,2023,1,2004,3,70000
882,85,2,83,3,11,13,16,1,2023,2,2022,1,75000
1173,47,1,115,4,6,13,16,1,2023,1,2021,2,55000
800,87,3,6,3,12,15,16,1,2023,2,2021,5,69600
1134,67,3,18,3,1,9,16,1,2023,3,2021,4,76000
860,73,2,13,1,14,14,16,1,2023,2,2021,1,62780
989,45,1,0,1,6,9,16,1,2023,3,2021,1,44500
1098,46,2,76,1,3,4,16,1,2023,2,2021,6,50500
1078,64,3,83,3,8,9,16,1,2023,3,1983,4,69000
850,72,2,52,3,4,9,16,1,2023,2,2023,2,61472
1157,54,2,24,1,8,9,16,1,2023,3,1990,2,62500
1167,18,1,92,1,-1,9,16,1,2023,1,2021,3,21000
818,159,4,104,1,4,10,16,1,2023,1,2023,1,130000
1158,60,3,6,5,5,10,16,1,2023,1,2023,3,69500
1259,54,3,33,4,5,5,16,1,2023,3,2023,3,68000
967,45,1,29,4,5,9,16,1,2023,1,2023,2,43500
1106,90,3,113,3,9,11,16,1,2023,2,2016,3,99500
1134,44,2,60,1,2,4,16,1,2023,1,2016,2,49900
1448,116,3,17,3,11,25,16,1,2023,2,2016,2,168000
1022,58,1,100,1,8,10,16,1,2023,2,2022,1,59300
1167,51,2,30,1,10,12,16,1,2023,2,2022,2,59500
1112,40,2,62,3,4,4,16,1,2023,1,2022,4,44500
1307,153,4,10,5,12,14,16,1,2023,2,2019,1,200000
1270,37,1,17,3,10,12,16,1,2023,2,2018,2,47000
698,43,3,88,5,1,1,16,1,2023,1,2018,4,30000
1442,52,2,13,1,3,4,16,1,2023,1,2018,3,75000
1221,43,2,83,1,1,4,16,1,2023,3,2018,2,52500
1078,102,3,83,5,2,12,16,1,2023,1,2018,2,110000
1240,75,2,83,5,13,16,16,1,2023,2,2018,2,93000
1071,42,1,83,3,3,5,16,1,2023,1,1970,2,45000
1029,104,3,65,1,7,16,16,1,2023,2,1970,1,107000
1146,48,1,83,1,6,9,16,1,2023,2,2022,2,55000
769,78,2,83,1,10,14,16,1,2023,1,2022,1,60000
1090,174,4,83,1,8,18,15,1,2023,2,2023,5,190118
844,45,1,36,5,8,9,15,1,2023,3,2021,2,38000
1345,145,4,83,1,7,12,15,1,2023,2,2018,3,195000
844,64,2,90,1,2,16,15,1,2023,2,2018,5,54000
1090,75,2,10,1,5,18,15,1,2023,2,2025,5,81750
1491,57,1,75,3,5,13,15,1,2023,2,2021,5,85000
1090,80,2,36,1,7,18,15,1,2023,2,2025,5,87200
1359,184,4,83,3,5,9,15,1,2023,1,2015,2,250000
1289,128,4,85,1,3,10,15,1,2023,2,2015,2,165000
981,53,1,71,1,3,9,15,1,2023,1,2015,2,52000
990,100,3,75,3,9,13,15,1,2023,2,2015,2,99000
740,106,3,10,1,10,13,15,1,2023,2,2015,2,78070
1075,107,2,83,1,7,8,15,1,2023,2,2015,3,115000
1185,46,1,83,4,6,13,15,1,2023,2,2021,3,54500
1175,57,2,79,1,8,9,15,1,2023,2,2021,2,67000
1186,43,2,8,1,1,4,15,1,2023,3,1990,4,51000
750,55,1,8,1,11,15,15,1,2023,2,2024,5,41250
927,43,1,37,1,9,12,15,1,2023,2,2024,5,40000
972,18,1,113,3,3,5,15,1,2023,1,2024,5,17500
1387,62,3,83,1,1,9,15,1,2023,3,2024,3,86000
1387,62,3,83,1,1,9,15,1,2023,3,2024,3,86000
1185,48,2,52,4,4,5,15,1,2023,3,2024,2,56900
1167,54,2,34,1,8,9,15,1,2023,3,1990,2,63000
785,93,3,8,1,3,12,15,1,2023,2,2022,1,73000
987,76,2,83,1,5,12,15,1,2023,1,2022,3,75000
1167,48,1,4,5,9,10,15,1,2023,1,2021,3,56000
1094,53,2,67,5,9,9,15,1,2023,3,2021,3,58000
1060,58,3,83,1,1,4,14,1,2023,3,2021,4,61500
514,71,2,83,1,3,14,14,1,2023,2,2025,5,36500
1083,60,2,22,1,2,9,14,1,2023,2,1989,4,65000
765,98,4,39,3,2,2,14,1,2023,1,1992,2,75000
1044,102,3,29,1,10,10,14,1,2023,2,2017,3,106500
1676,74,3,83,1,7,9,14,1,2023,2,2017,3,124000
1322,132,4,96,5,7,10,14,1,2023,2,2016,3,174500
875,60,2,37,5,2,5,14,1,2023,1,2016,3,52500
900,60,2,37,1,5,5,14,1,2023,3,2016,3,54000
1337,46,1,39,1,12,13,14,1,2023,2,2016,3,61500
953,86,2,131,1,10,10,14,1,2023,1,2016,3,82000
1023,88,3,105,4,10,12,14,1,2023,1,2016,3,90000
1049,51,2,83,4,1,9,14,1,2023,2,2016,3,53500
892,60,2,83,5,2,5,14,1,2023,1,2016,3,53500
894,67,3,89,3,1,5,14,1,2023,3,2016,3,59900
889,180,3,113,1,3,7,14,1,2023,1,2004,3,160000
836,122,5,83,1,9,10,14,1,2023,2,2021,1,102000
836,122,5,16,1,9,10,14,1,2023,2,2021,1,102000
794,68,2,42,5,10,12,14,1,2023,2,2021,1,54000
952,44,1,60,1,6,9,14,1,2023,3,2021,3,41900
1183,115,4,75,1,9,10,14,1,2023,1,2021,3,136000
1100,70,2,83,5,7,10,14,1,2023,2,2022,2,77000
964,70,2,47,4,10,11,14,1,2023,2,2019,3,67500
1045,134,4,39,3,3,12,14,1,2023,1,2019,3,140000
1133,60,2,79,1,7,9,14,1,2023,1,2023,3,68000
729,102,3,79,1,2,14,14,1,2023,1,2022,3,74500
1019,52,2,60,3,6,9,14,1,2023,1,2022,3,53000
867,60,2,71,5,2,5,14,1,2023,1,2022,2,52000
1047,43,2,83,3,1,3,14,1,2023,1,2022,4,45000
1071,42,2,83,3,1,3,14,1,2023,1,2022,4,45000
1200,70,2,83,3,7,14,14,1,2023,2,2024,8,84000
1250,120,3,81,4,10,13,14,1,2023,2,2017,3,150000
864,44,1,127,1,10,14,14,1,2023,1,2022,3,38000
1317,165,4,75,1,3,9,14,1,2023,1,2007,3,217000
900,235,0,116,3,14,14,14,1,2023,2,2021,1,211500
954,87,2,37,1,10,14,14,1,2023,1,2023,1,83000
895,19,1,54,3,3,3,13,1,2023,1,2000,2,17000
619,42,1,83,3,5,5,13,1,2023,2,2022,1,26000
830,58,1,11,1,12,12,13,1,2023,1,2020,2,48140
921,38,1,52,4,1,3,13,1,2023,2,2020,2,35000
1146,41,1,2,4,2,9,13,1,2023,2,2020,3,47000
1214,56,2,92,5,9,10,13,1,2023,2,2017,3,68000
1527,104,3,65,1,13,13,13,1,2023,2,2019,3,158800
1226,62,3,45,1,5,6,13,1,2023,1,2019,3,76000
1145,38,1,106,5,10,13,13,1,2023,2,2019,3,43500
965,57,3,75,1,4,4,13,1,2023,3,2019,2,55000
1150,80,3,113,4,10,12,13,1,2023,1,2019,3,92000
1011,94,3,24,5,9,12,13,1,2023,1,2022,3,95000
1295,112,4,83,5,3,12,13,1,2023,1,2020,3,145000
1186,35,1,1,5,9,9,13,1,2023,3,2020,4,41500
981,53,1,131,1,3,9,13,1,2023,3,2020,3,52000
1137,51,2,106,1,10,12,13,1,2023,2,2020,3,58000
1042,48,2,104,4,4,5,13,1,2023,3,2020,3,50000
1024,84,2,89,1,4,12,13,1,2023,2,2019,1,86000
1129,93,3,15,3,7,10,13,1,2023,1,2019,2,105000
894,67,3,83,3,1,5,13,1,2023,1,2019,4,59900
935,100,3,87,5,7,10,13,1,2023,2,2019,2,93500
1234,47,1,33,3,3,10,13,1,2023,2,2020,3,58000
1000,54,3,13,5,4,4,13,1,2023,1,1966,2,54000
847,49,1,83,1,3,9,13,1,2023,1,1966,2,41500
927,136,4,100,1,5,5,13,1,2023,2,2019,2,126040
926,68,3,83,5,2,5,13,1,2023,1,1989,6,63000
1246,61,2,83,3,6,14,13,1,2023,2,2019,1,76000
900,56,3,83,3,5,14,13,1,2023,2,2023,5,49968
1022,46,1,100,1,10,12,13,1,2023,2,2021,5,47000
1482,56,2,44,3,7,12,13,1,2023,2,2021,5,83000
1103,68,2,11,1,5,12,13,1,2023,1,2021,3,75000
1133,75,3,69,1,10,10,13,1,2023,2,2018,3,85000
990,48,1,76,1,8,9,13,1,2023,2,2022,3,47500
1014,70,3,24,3,5,5,13,1,2023,3,2022,2,71000
1017,116,4,45,3,9,11,13,1,2023,1,2016,2,118000
1250,68,3,113,1,3,5,13,1,2023,1,2016,2,85000
812,56,2,54,1,2,4,13,1,2023,1,2016,2,45500
1053,38,1,113,1,3,12,13,1,2023,2,2016,2,40000
1014,35,1,83,4,7,9,13,1,2023,3,2016,2,35500
1300,40,1,37,5,2,12,13,1,2023,2,2019,2,52000
1031,64,3,37,1,9,9,13,1,2023,3,2019,2,66000
1029,170,3,98,5,12,12,13,1,2023,2,2019,2,175000
1138,40,1,44,1,2,12,13,1,2023,1,2019,3,45500
1510,104,3,114,1,13,14,13,1,2023,2,2019,3,157000
1127,55,2,47,4,6,9,13,1,2023,3,2019,2,62000
1049,51,2,74,4,1,9,13,1,2023,2,2019,2,53500
904,68,2,70,5,8,10,13,1,2023,1,2019,2,61500
894,67,3,4,3,5,9,13,1,2023,1,2019,2,59900
1114,35,1,101,1,1,9,13,1,2023,3,2019,6,39000
817,41,1,4,3,5,9,13,1,2023,1,2022,6,33500
864,110,3,52,5,1,4,13,1,2023,1,2022,3,95000
966,88,4,24,1,9,9,13,1,2023,3,1999,2,85000
988,81,3,75,1,11,13,13,1,2023,2,2021,3,80000
987,38,1,15,5,1,4,13,1,2023,1,2021,3,37500
926,81,3,24,1,10,13,13,1,2023,2,2021,1,75000
1038,79,3,98,5,11,12,13,1,2023,1,2021,3,82000
816,57,1,117,4,4,5,13,1,2023,1,2021,2,46500
833,78,3,83,1,7,9,13,1,2023,2,2020,3,65000
1000,88,3,107,1,6,10,13,1,2023,2,2016,3,88000
816,57,2,0,4,4,5,13,1,2023,3,2016,2,46500
903,66,2,83,5,8,10,13,1,2023,2,2019,3,59600
911,45,1,75,4,7,9,13,1,2023,3,2019,3,41000
1049,71,2,65,1,8,9,13,1,2023,2,2022,3,74500
1609,174,4,131,5,2,10,13,1,2023,2,2020,3,280000
1244,43,2,120,1,4,4,13,1,2023,3,1972,2,53500
1270,100,3,87,1,3,12,13,1,2023,2,2021,3,127000
1086,58,2,37,1,11,12,13,1,2023,2,2021,3,63000
969,96,3,83,5,9,12,13,1,2023,2,2020,3,93000
1230,61,3,51,3,1,9,13,1,2023,3,2020,3,75000
1463,108,4,97,5,4,9,13,1,2023,1,2020,3,158000
1463,108,4,15,5,4,9,13,1,2023,2,2021,3,158000
1167,48,2,97,4,4,5,13,1,2023,3,2021,3,56000
1027,112,3,36,1,2,9,13,1,2023,2,2021,3,115000
1150,60,3,83,5,5,11,13,1,2023,2,2016,3,69000
991,112,3,76,3,3,9,13,1,2023,2,2017,3,111000
1176,37,1,83,1,4,7,13,1,2023,2,2020,3,43500
1242,66,2,107,3,9,12,13,1,2023,2,2018,3,82000
900,98,3,106,3,5,14,13,1,2023,2,2021,1,88200
1118,68,2,83,1,5,14,13,1,2023,2,2022,3,76000
1031,97,3,83,1,1,12,13,1,2023,2,2019,3,100000
1036,56,1,83,1,8,12,13,1,2023,2,2021,1,58000
1291,86,3,29,5,7,10,13,1,2023,2,2021,3,111000
935,100,3,7,5,7,10,13,1,2023,1,2021,3,93500
783,63,2,6,1,9,16,13,1,2023,2,2022,1,49300
778,63,2,83,1,8,16,13,1,2023,2,2022,1,49000
715,47,1,83,1,6,14,13,1,2023,2,2022,1,33600
1202,56,3,65,1,1,5,12,1,2023,3,2022,3,67300
974,58,3,37,1,1,4,12,1,2023,3,2022,3,56500
1043,46,2,71,1,4,4,12,1,2023,3,1974,2,48000
728,101,3,10,1,7,14,12,1,2023,1,2023,2,73500
1279,43,1,4,1,4,10,12,1,2023,2,2020,3,55000
912,57,1,83,5,9,10,12,1,2023,2,2017,2,52000
1312,32,1,45,4,3,9,12,1,2023,3,2017,2,42000
1250,120,3,83,4,10,13,12,1,2023,2,2017,3,150000
955,66,2,98,1,1,13,12,1,2023,2,2018,3,63000
886,70,2,26,1,9,9,12,1,2023,2,2020,3,62000
2661,112,3,83,1,7,8,12,1,2023,2,2020,3,298000
1044,91,3,7,5,12,12,12,1,2023,2,2019,3,95000
1000,54,1,13,1,4,14,12,1,2023,2,2021,3,54000
1454,108,4,0,5,4,9,12,1,2023,1,2021,3,157000
1123,57,1,12,1,5,12,12,1,2023,2,2021,3,64000
1000,75,2,83,1,3,9,12,1,2023,2,2022,3,75000
1138,58,3,88,1,4,4,12,1,2023,1,2022,2,66000
1274,31,1,11,3,2,5,12,1,2023,1,1970,2,39500
1019,52,2,83,1,5,6,12,1,2023,1,1970,2,53000
1261,45,2,90,1,4,4,12,1,2023,3,1970,2,57000
1064,70,2,8,1,8,9,12,1,2023,2,1970,3,74500
1116,56,3,93,5,3,4,12,1,2023,1,1970,2,62500
1076,79,3,83,1,3,5,12,1,2023,1,1990,2,85000
862,47,1,24,1,14,15,12,1,2023,2,1990,5,40500
1007,67,3,113,3,5,5,12,1,2023,1,1990,5,67500
1116,43,2,113,1,4,4,12,1,2023,3,1990,4,48000
427,41,1,24,4,2,9,12,1,2023,1,1990,1,17500
1151,43,1,98,1,4,10,12,1,2023,2,1990,3,49500
1091,33,1,13,4,7,9,12,1,2023,3,1990,3,36000
1056,62,3,113,1,6,9,12,1,2023,3,1990,2,65500
1116,43,2,96,1,3,10,12,1,2023,1,1990,2,48000
952,42,2,98,4,5,5,12,1,2023,3,1990,6,40000
1029,34,1,38,5,5,5,12,1,2023,3,1990,2,35000
1155,58,3,88,3,7,9,12,1,2023,3,1990,2,67000
1056,62,3,75,1,6,9,12,1,2023,3,1990,2,65500
1064,110,3,69,1,10,12,12,1,2023,2,2016,3,117000
1061,33,1,13,5,5,5,12,1,2023,3,1990,2,35000
573,87,3,83,4,5,9,12,1,2023,2,1990,1,50000
1000,80,2,121,5,6,10,12,1,2023,1,2013,2,80000
628,47,1,13,1,7,10,12,1,2023,2,2013,2,29500
929,49,1,65,1,4,12,12,1,2023,2,2021,3,45500
950,54,1,69,3,3,9,12,1,2023,2,2023,2,51538
991,116,4,69,1,5,10,12,1,2023,2,2023,2,115000
1044,68,2,37,4,9,9,12,1,2023,1,2023,3,71000
900,123,4,34,3,4,9,12,1,2023,2,2023,2,110700
979,96,3,113,5,9,12,12,1,2023,2,2023,3,94000
789,56,2,101,1,2,4,12,1,2023,3,2022,3,44200
837,49,1,34,1,3,12,12,1,2023,1,2022,3,41000
1058,52,2,75,4,5,9,12,1,2023,3,1990,4,55000
1024,62,2,75,5,12,16,12,1,2023,2,1990,3,63500
964,61,2,105,1,10,12,12,1,2023,2,1990,3,58800
987,38,2,5,5,1,4,12,1,2023,1,1990,3,37500
920,100,3,17,5,7,10,11,1,2023,1,1990,3,92000
972,54,1,13,1,3,9,11,1,2023,1,2022,3,52500
925,53,1,49,1,9,9,11,1,2023,3,2020,3,49000
1056,45,1,49,1,7,10,11,1,2023,1,2020,3,47500
806,36,1,52,1,5,10,11,1,2023,1,2023,1,29000
2000,130,4,83,5,11,13,11,1,2023,2,2019,3,260000
900,73,2,57,3,4,9,11,1,2023,2,2023,2,65700
750,88,3,30,5,13,14,11,1,2023,2,2023,1,66000
756,41,1,113,5,14,14,11,1,2023,2,2023,1,31000
1175,40,1,11,5,3,12,11,1,2023,2,2016,3,47000
1128,43,1,87,1,4,10,11,1,2023,1,2020,3,48500
1188,48,2,78,3,1,5,11,1,2023,3,1981,2,57000
1135,48,2,39,5,2,5,11,1,2023,1,1981,2,54500
929,49,1,83,1,4,12,11,1,2023,1,1981,2,45500
1230,37,1,51,1,3,6,11,1,2023,1,1981,2,45500
1481,108,4,83,5,4,9,11,1,2023,1,1981,3,160000
1386,35,1,14,4,7,9,11,1,2023,3,1981,3,48500
1775,28,1,0,5,2,3,11,1,2023,1,1981,2,48800
900,52,1,115,1,5,11,11,1,2023,2,2024,1,47241
910,78,4,83,5,9,9,11,1,2023,3,1991,2,71000
1000,130,3,83,1,7,10,11,1,2023,1,2015,3,130000
1800,205,4,43,1,4,4,11,1,2023,1,2015,1,369000
888,58,2,75,1,5,6,11,1,2023,1,2015,2,51500
1000,45,1,2,1,6,9,11,1,2023,1,2015,3,45000
1863,102,3,83,1,7,14,11,1,2023,1,2015,3,190000
1219,48,1,37,1,12,12,11,1,2023,2,2015,2,58500
980,50,2,98,4,3,4,11,1,2023,1,1970,2,49000
875,48,1,75,1,4,10,11,1,2023,3,1970,2,42000
1128,43,2,83,1,1,4,11,1,2023,3,1975,2,48500
1250,59,1,37,1,7,14,11,1,2023,2,2022,2,73750
617,115,3,28,4,5,9,10,1,2023,2,2022,1,71000
532,47,1,65,5,9,9,10,1,2023,2,2022,1,25000
602,42,1,52,1,10,12,10,1,2023,2,2023,1,25300
1077,56,1,24,1,3,12,10,1,2023,2,2021,1,60000
856,70,3,100,4,5,5,10,1,2023,1,1987,3,59900
750,45,1,98,5,3,4,10,1,2023,1,2023,5,33450
795,73,2,75,5,3,15,10,1,2023,2,2024,5,58000
1136,70,2,29,5,5,12,10,1,2023,1,2024,5,79500
925,67,3,52,4,3,10,10,1,2023,2,2020,2,62000
1432,37,1,105,3,5,12,10,1,2023,2,2018,3,53000
985,33,1,75,5,5,6,10,1,2023,2,2020,3,32500
1131,56,2,75,1,12,12,10,1,2023,2,2021,3,63000
1125,60,3,75,1,1,5,10,1,2023,3,2021,3,67500
714,77,2,8,5,12,12,10,1,2023,2,2023,1,55000
860,104,3,75,1,4,9,10,1,2023,2,2023,1,89036
700,95,3,70,1,11,12,10,1,2023,1,2023,1,66500
600,70,2,17,1,3,12,10,1,2023,1,2023,1,42000
1103,73,2,13,1,1,9,10,1,2023,3,2023,2,80500
1052,58,3,4,1,4,4,10,1,2023,2,2023,2,61000
1125,56,2,4,1,11,12,10,1,2023,2,2021,3,63000
1692,65,2,29,1,8,12,10,1,2023,2,2020,3,110000
1340,153,4,54,5,12,14,10,1,2023,2,2019,1,205000
767,86,3,67,3,11,15,10,1,2023,2,2022,1,66000
1344,64,2,75,1,2,10,10,1,2023,2,2022,1,86000
1132,57,1,37,1,5,12,10,1,2023,2,2022,3,64500
957,70,3,5,1,1,5,10,1,2023,3,2022,2,67000
1400,75,2,83,5,7,12,10,1,2023,1,2022,3,105000
478,115,4,69,3,1,3,10,1,2023,1,2022,2,55000
720,150,4,6,1,7,7,10,1,2023,1,2022,1,108000
958,38,1,34,4,9,9,10,1,2023,3,2022,4,36400
1406,32,1,96,1,2,4,9,1,2023,3,2022,4,45000
1000,183,4,122,1,3,14,9,1,2023,2,2020,1,183000
743,70,2,88,1,8,10,9,1,2023,1,2020,7,52000
1054,46,2,75,1,3,4,9,1,2023,1,2020,6,48500
769,87,2,83,5,9,9,9,1,2023,2,2020,2,66900
942,86,3,111,1,10,10,9,1,2023,1,2020,2,81000
1135,48,2,75,4,1,5,9,1,2023,3,2020,4,54500
1000,185,4,34,5,10,11,9,1,2023,1,2020,2,185000
1061,84,3,86,1,8,9,9,1,2023,1,2021,2,89500
650,88,3,75,1,13,16,9,1,2023,2,2021,2,57500
1042,72,4,81,1,4,9,9,1,2023,3,2021,2,75000
845,57,1,69,1,12,12,9,1,2023,1,2021,2,48500
1170,56,1,83,5,8,9,9,1,2023,1,2021,2,65500
933,45,1,83,1,7,12,9,1,2023,2,2019,2,42000
994,47,1,65,1,4,9,9,1,2023,3,2019,2,46700
800,45,2,106,3,5,9,9,1,2023,3,1999,2,36000
929,49,1,71,1,4,12,9,1,2023,2,2021,2,45500
987,75,2,45,1,3,9,9,1,2023,2,2022,3,74000
1000,84,2,105,1,11,12,9,1,2023,1,2021,3,84000
1018,45,1,7,5,8,9,9,1,2023,3,2020,2,45800
791,103,3,49,5,2,10,9,1,2023,1,2012,2,81500
1208,48,1,57,4,5,13,9,1,2023,2,2021,3,58000
1268,112,4,113,5,3,12,9,1,2023,2,2021,3,142000
770,94,2,83,1,12,14,9,1,2023,2,2023,1,72264
1189,38,1,33,1,2,4,9,1,2023,3,2023,3,45200
922,58,2,105,5,10,10,9,1,2023,2,2017,2,53500
1038,52,2,73,3,1,5,9,1,2023,3,2017,2,54000
988,40,1,67,1,6,9,9,1,2023,3,2017,2,39500
1290,100,3,22,1,3,13,9,1,2023,2,2021,3,129000
1230,74,2,113,3,5,16,9,1,2023,2,2018,3,91000
1137,135,3,1,1,4,10,9,1,2023,2,2019,3,153500
910,100,3,75,5,3,4,9,1,2023,1,2019,1,91000
943,70,2,83,3,6,12,9,1,2023,2,2020,1,66000
1139,101,3,98,5,10,12,9,1,2023,2,2020,3,115000
450,200,0,83,5,5,6,9,1,2023,1,2005,8,90000
1044,34,1,12,1,1,9,9,1,2023,3,2005,2,35500
1129,35,1,83,3,9,9,9,1,2023,3,1988,6,39500
1012,84,3,69,1,2,10,9,1,2023,3,2021,3,85000
1217,46,1,97,1,5,16,9,1,2023,2,2022,1,56000
814,35,1,88,5,1,5,9,1,2023,1,2022,4,28500
1085,53,2,98,1,13,14,9,1,2023,3,2022,4,57500
1172,58,3,96,1,3,4,9,1,2023,3,2022,4,68000
680,95,3,7,1,2,9,9,1,2023,2,2022,7,64546
929,49,1,79,1,4,12,9,1,2023,2,2022,7,45500
1036,112,3,113,3,6,9,9,1,2023,1,2017,3,116000
1148,135,4,11,5,11,15,9,1,2023,2,2017,3,155000
1018,110,3,7,5,10,12,9,1,2023,2,2017,3,112000
1139,72,2,24,1,10,10,8,1,2023,2,2017,3,82000
1061,33,1,17,1,2,5,8,1,2023,1,2017,2,35000
1300,20,1,37,3,1,9,8,1,2023,3,2017,2,26000
1100,60,3,26,1,9,9,8,1,2023,3,2017,3,66000
1194,67,3,67,1,5,6,8,1,2023,1,1989,3,80000
1234,32,1,64,1,3,5,8,1,2023,3,1977,4,39500
954,46,1,104,4,1,9,8,1,2023,1,1983,2,44000
2062,130,4,104,5,11,13,8,1,2023,2,2019,3,268000
1072,83,3,15,4,7,9,8,1,2023,1,2022,3,89000
1111,45,1,82,1,7,9,8,1,2023,1,2019,3,50000
1341,41,1,100,3,4,12,8,1,2023,2,2019,3,55000
1521,263,5,128,3,7,9,7,1,2023,2,2019,3,400000
1100,60,1,22,3,9,10,7,1,2023,2,2016,3,66000
1167,90,3,106,3,9,10,7,1,2023,2,2016,3,105000
888,84,3,114,1,7,9,7,1,2023,1,2016,2,75000
1107,44,2,22,5,4,4,7,1,2023,3,1989,2,48700
1230,30,1,16,3,1,3,7,1,2023,1,1989,2,36900
1126,53,2,67,5,2,5,7,1,2023,3,1989,2,59700
1241,135,4,83,5,7,10,7,1,2023,2,1989,3,167500
1095,40,1,106,5,7,9,7,1,2023,3,1989,4,43800
922,80,3,83,1,7,9,7,1,2023,3,1989,4,73800
1222,135,4,97,5,7,10,7,1,2023,2,2015,4,165000
1019,150,4,98,5,4,10,7,1,2023,1,2020,3,152800
1168,44,1,34,3,4,10,7,1,2023,1,2020,3,51400
915,41,1,100,1,7,12,7,1,2023,2,2021,3,37500
938,100,3,83,5,7,10,7,1,2023,2,2015,2,93800
1125,68,2,24,1,5,12,7,1,2023,2,2015,2,76500
836,110,2,86,3,9,13,7,1,2023,2,2015,2,92000
1018,110,3,11,5,10,12,7,1,2023,2,2015,3,112000
1039,64,2,2,5,4,14,7,1,2023,1,2022,3,66500
862,13,1,65,3,3,4,7,1,2023,1,1998,6,11200
1081,48,1,76,1,7,9,7,1,2023,2,2022,3,52000
1114,35,1,87,4,3,9,7,1,2023,3,1989,4,39000
872,94,2,88,1,9,10,7,1,2023,2,2012,4,82000
1103,58,3,68,1,2,4,7,1,2023,3,2012,2,64000
922,58,3,87,1,4,4,7,1,2023,3,1977,2,53500
1019,53,2,2,5,6,10,7,1,2023,2,2020,3,54000
545,22,1,67,1,2,9,7,1,2023,1,2023,1,12000
1454,108,4,8,5,4,9,6,1,2023,2,2023,3,157000
1150,135,4,67,5,11,15,6,1,2023,2,2023,3,155000
1176,33,1,67,1,2,5,6,1,2023,1,2023,2,38800
1054,185,4,125,5,11,12,6,1,2023,2,2023,3,195000
1025,80,3,54,1,2,9,6,1,2023,1,2023,3,82000
853,112,3,100,3,9,12,6,1,2023,2,2020,3,95500
1055,58,3,106,1,4,4,6,1,2023,3,2020,3,61200
1019,105,3,44,3,10,10,6,1,2023,1,2017,2,107000
1286,42,2,7,3,7,12,6,1,2023,2,2020,2,54000
934,114,3,97,4,10,10,6,1,2023,1,2017,2,106500
938,80,2,38,5,3,9,6,1,2023,1,2010,2,75000
921,57,3,127,3,1,4,6,1,2023,1,2010,2,52500
1026,57,1,85,5,11,13,6,1,2023,2,2010,3,58500
1043,115,3,75,3,9,11,6,1,2023,1,2010,3,120000
